Id,Code,Code slug,Number,Name,Created at,Updated at
5628,ENGL130B PZ,ENGL130B-PZ,130,Adv Creative Writing: Fiction    ,2019-09-02 01:14:36 UTC,2019-09-02 01:14:36 UTC
5627,ENGL130A PZ,ENGL130A-PZ,130,Adv Creative Writing: Poetry    ,2019-09-02 01:14:36 UTC,2019-09-02 01:14:36 UTC
5626,ENGL126  PO,ENGL126-PO,126,California Poetry    ,2019-09-02 01:14:36 UTC,2019-09-02 01:14:36 UTC
5625,ENGL121  PO,ENGL121-PO,121,Realism and Its Shadow    ,2019-09-02 01:14:36 UTC,2022-04-05 04:49:16 UTC
5624,ENGL114  PZ,ENGL114-PZ,114,Brit Women Writers Before 1900    ,2019-09-02 01:14:36 UTC,2019-09-02 01:36:13 UTC
5623,ENGL100  SC,ENGL100-SC,100,Introduction Literary Criticism    ,2019-09-02 01:14:36 UTC,2019-09-02 01:14:36 UTC
5622,ENGR190I HM,ENGR190I-HM,190,Special Topics in Engineering - Sp Topic:Industrial Engineering    ,2019-09-02 01:14:32 UTC,2019-09-02 01:14:32 UTC
5621,ENGR168C HM,ENGR168C-HM,168,Power Systems and Smart Grids    ,2019-09-02 01:14:32 UTC,2019-09-02 01:14:32 UTC
5620,ENGR140  HM,ENGR140-HM,140,Intro to Compressible Flow    ,2019-09-02 01:14:32 UTC,2019-09-02 01:14:32 UTC
5619,ENGR132  HM,ENGR132-HM,132,Heat & Mass Transfer    ,2019-09-02 01:14:32 UTC,2023-10-31 05:25:08 UTC
5618,ENGR079L HM,ENGR079L-HM,79,Intro Energy & Environmental Iss    ,2019-09-02 01:14:32 UTC,2019-09-02 01:14:32 UTC
5617,ENGR008A HM,ENGR008A-HM,8,Design Representation & Realiztn    ,2019-09-02 01:14:32 UTC,2019-09-02 01:14:32 UTC
5616,EDUC426  CG,EDUC426-CG,426,"Soc Cap, Cultural Cap & Ed Opp    ",2019-09-02 01:14:27 UTC,2019-09-02 01:14:27 UTC
5615,ECON198  SC,ECON198-SC,198,Independent Internship - Internship    ,2019-09-02 01:14:26 UTC,2022-10-31 20:48:30 UTC
5614,ECON197SBCM,ECON197SBCM,197,Special Topics in Economics - Legal Issues for Startups    ,2019-09-02 01:14:26 UTC,2021-11-01 17:50:19 UTC
5613,ECON179  HM,ECON179-HM,179,Special Topics in Economics - Seminar: Economics of Strategy    ,2019-09-02 01:14:26 UTC,2019-09-02 02:14:01 UTC
5612,ECON168  PO,ECON168-PO,168,Financial Decision Making    ,2019-09-02 01:14:26 UTC,2019-09-02 01:14:26 UTC
5611,DANC150EPPO,DANC150EPPO,150,Cultural Styles: Middle East    ,2019-09-02 01:14:15 UTC,2019-09-02 01:14:15 UTC
5610,DANC150EHPO,DANC150EHPO,150,Cultural Styles: Middle East    ,2019-09-02 01:14:15 UTC,2019-09-02 01:14:15 UTC
5609,DANC150E PO,DANC150E-PO,150,Exploration of Cultural Styles - The Hip-Hop Culture    ,2019-09-02 01:14:15 UTC,2019-09-02 01:48:14 UTC
5608,CLST310  CG,CLST310-CG,310,Introduction to Cultural Studies    ,2019-09-02 01:14:10 UTC,2019-09-02 01:14:10 UTC
5607,CLST301  CG,CLST301-CG,301,Intro Cultural Studies Theory II    ,2019-09-02 01:14:10 UTC,2019-09-02 01:14:10 UTC
5606,ENGL193A PZ,ENGL193A-PZ,193,Fictions of James Joyce    ,2019-09-02 01:14:10 UTC,2019-09-02 01:14:10 UTC
5605,ENGL124  PZ,ENGL124-PZ,124,Epic and Scripture    ,2019-09-02 01:14:10 UTC,2019-09-02 02:03:35 UTC
5604,CREA199  PZ,CREA199-PZ,199,Senior Thesis    ,2019-09-02 01:14:10 UTC,2019-09-02 01:14:10 UTC
5603,CREA125  PZ,CREA125-PZ,125,Revolution as a Creative Process    ,2019-09-02 01:14:10 UTC,2019-09-02 01:14:10 UTC
5602,CREA119  PZ,CREA119-PZ,119,Metaphysics & the Metaphysicals    ,2019-09-02 01:14:10 UTC,2019-09-02 01:14:10 UTC
5601,CREA101  PZ,CREA101-PZ,101,Modern Cuban Literature & Film    ,2019-09-02 01:14:10 UTC,2019-09-02 01:14:10 UTC
5600,CREA078  PZ,CREA078-PZ,78,Scientists and Painters    ,2019-09-02 01:14:09 UTC,2019-09-02 01:14:09 UTC
5599,CSCI196  HM,CSCI196-HM,196,Computer Science Colloquium    ,2019-09-02 01:14:08 UTC,2019-09-02 01:14:08 UTC
5598,CSCI194  HM,CSCI194-HM,194,Computer Science Colloquium    ,2019-09-02 01:14:08 UTC,2019-09-02 01:14:08 UTC
5597,CSCI154  HM,CSCI154-HM,154,Robotics    ,2019-09-02 01:14:08 UTC,2019-09-02 01:14:08 UTC
5596,CGH 319  CG,CGH-319-CG,319,Current Issues Global Public Hlt    ,2019-09-02 01:14:04 UTC,2019-09-02 01:14:04 UTC
5595,CGH 312  CG,CGH-312-CG,312,Data Analysis (SAS)    ,2019-09-02 01:14:04 UTC,2019-09-02 01:14:04 UTC
5594,CGH 308  CG,CGH-308-CG,308,Foundations of Program Planning    ,2019-09-02 01:14:04 UTC,2019-09-02 01:14:04 UTC
5593,CGH 304  CG,CGH-304-CG,304,Environmental Health    ,2019-09-02 01:14:04 UTC,2019-09-02 01:14:04 UTC
5592,CGH 303  CG,CGH-303-CG,303,Health Services in US & Abroad    ,2019-09-02 01:14:04 UTC,2019-09-02 01:14:04 UTC
5591,CGH 300  CG,CGH-300-CG,300,Foundations Health Promotion &  Education  ,2019-09-02 01:14:04 UTC,2019-09-02 01:14:04 UTC
5590,RLST093  SC,RLST093-SC,93,Early Christianity & Theory    ,2019-09-02 01:14:03 UTC,2019-09-02 01:14:03 UTC
5589,PHIL112  SC,PHIL112-SC,112,History of Philosophy: Ancient    ,2019-09-02 01:14:03 UTC,2019-09-02 01:14:03 UTC
5588,CLAS150  SC,CLAS150-SC,150,Spec Top in Ancient Studies - Sp Top:Margins of Greek Society    ,2019-09-02 01:14:03 UTC,2019-09-02 01:14:03 UTC
5587,CLAS130  SC,CLAS130-SC,130,Roman Decadence    ,2019-09-02 01:14:03 UTC,2019-09-02 01:14:03 UTC
5586,CLAS012  PO,CLAS012-PO,12,Greek Tragedy    ,2019-09-02 01:14:03 UTC,2019-09-02 01:14:03 UTC
5585,SPAN071  PZ,SPAN071-PZ,71,Intro to Nahuatl Language/Cultur    ,2019-09-02 01:14:00 UTC,2019-09-02 01:14:00 UTC
5584,POST094  CH,POST094-CH,94,US-Latin American Relations    ,2019-09-02 01:14:00 UTC,2019-09-02 01:14:00 UTC
5583,GFS 118  PZ,GFS-118-PZ,118,Gender & Global Restructuring    ,2019-09-02 01:14:00 UTC,2019-09-02 01:14:00 UTC
5582,GFS 115  PZ,GFS-115-PZ,115,Gend/Race/Class: Women of Color    ,2019-09-02 01:14:00 UTC,2019-09-02 02:03:46 UTC
5581,CHST079  CH,CHST079-CH,79,Comedy Y Cultura    ,2019-09-02 01:14:00 UTC,2019-09-02 01:14:00 UTC
5580,CHEM198  JS,CHEM198-JS,198,Independent Internship    ,2019-09-02 01:13:58 UTC,2019-09-02 01:13:58 UTC
5579,CHEM193  HM,CHEM193-HM,193,Sp Topic:Organic Pollutants Envr    ,2019-09-02 01:13:58 UTC,2019-09-02 01:13:58 UTC
5578,CHEM174L JS,CHEM174L-JS,174,Solution Thermodynamics    ,2019-09-02 01:13:58 UTC,2019-09-02 01:13:58 UTC
5577,CHEM139  JS,CHEM139-JS,139,Environmental Chemistry    ,2019-09-02 01:13:58 UTC,2019-09-02 01:13:58 UTC
5576,CHEM026  HM,CHEM026-HM,26,Chemistry Laboratory    ,2019-09-02 01:13:57 UTC,2019-09-02 01:13:57 UTC
5575,CHEM022  HM,CHEM022-HM,22,General Chemistry    ,2019-09-02 01:13:57 UTC,2019-09-02 01:13:57 UTC
5574,CGH 302  CG,CGH-302-CG,302,Epidemiology    ,2019-09-02 01:13:50 UTC,2019-09-02 01:13:50 UTC
5573,BIOL198  JS,BIOL198-JS,198,Independent Internship    ,2019-09-02 01:13:50 UTC,2019-09-02 01:13:50 UTC
5572,BIOL163L JS,BIOL163L-JS,163,Plant Physiology & Biotech    ,2019-09-02 01:13:49 UTC,2019-09-02 01:13:49 UTC
5571,BIOL135L JS,BIOL135L-JS,135,Field Biology    ,2019-09-02 01:13:49 UTC,2019-09-02 01:13:49 UTC
5570,BIOL128  HM,BIOL128-HM,128,Prokaryotes Laboratory    ,2019-09-02 01:13:49 UTC,2019-09-02 01:13:49 UTC
5569,BIOL126  HM,BIOL126-HM,126,Biology of Prokaryotes    ,2019-09-02 01:13:49 UTC,2019-09-02 01:13:49 UTC
5568,BIOL084L JT,BIOL084L-JT,84,Genetic Engineering & Biotech    ,2019-09-02 01:13:49 UTC,2019-09-02 01:13:49 UTC
5567,BIOL007  HM,BIOL007-HM,7,Intro Biology & Computer Science    ,2019-09-02 01:13:49 UTC,2019-09-02 01:13:49 UTC
5566,ASTR120  PO,ASTR120-PO,120,Star Formatn & Interstellar Medm    ,2019-09-02 01:13:42 UTC,2019-09-02 01:13:42 UTC
5565,HIST189B PO,HIST189B-PO,189,Qing Empire & Early Modrn China    ,2019-09-02 01:13:41 UTC,2019-09-02 01:13:41 UTC
5564,HIST100ACPO,HIST100ACPO,100,East Asian Popular Culture    ,2019-09-02 01:13:41 UTC,2019-09-02 01:13:41 UTC
5563,ECON143  CM,ECON143-CM,143,The Chinese Economy    ,2019-09-02 01:13:41 UTC,2019-09-02 01:13:41 UTC
5562,ARHI198  SC,ARHI198-SC,198,Independent Internship    ,2019-09-02 01:13:36 UTC,2019-09-02 01:13:36 UTC
5561,ARHI191H PO,ARHI191H-PO,191,Senior Thesis in Art History    ,2019-09-02 01:13:36 UTC,2019-09-02 01:13:36 UTC
5560,ARHI179  HM,ARHI179-HM,179,Special Topics in Art History - An Intro to Hist of Photography    ,2019-09-02 01:13:36 UTC,2019-09-02 01:47:38 UTC
5559,ARHI163  PO,ARHI163-PO,163,Hellenistic and Roman Art    ,2019-09-02 01:13:36 UTC,2019-09-02 01:13:36 UTC
5558,ART 198  SC,ART-198-SC,198,Independent Internship    ,2019-09-02 01:13:34 UTC,2019-09-02 01:13:34 UTC
5557,ART 111  PZ,ART-111-PZ,111,Intermediate Painting    ,2019-09-02 01:13:34 UTC,2019-09-02 01:13:34 UTC
5556,ART 024  PO,ART-024-PO,24,Photography: Process and Percept    ,2019-09-02 01:13:34 UTC,2023-10-31 20:40:46 UTC
5555,ARBC199  CM,ARBC199-CM,199,Independent Study in Arabic - Arabic Literature    ,2019-09-02 01:13:31 UTC,2019-09-02 01:26:16 UTC
5554,ANTH168  PZ,ANTH168-PZ,168,Humans and Their Environments    ,2019-09-02 01:13:30 UTC,2019-09-02 02:09:37 UTC
5553,ANTH124  PO,ANTH124-PO,124,Seacoast in Prehistory    ,2019-09-02 01:13:29 UTC,2019-09-02 01:58:54 UTC
5552,ANTH122  PZ,ANTH122-PZ,122,Research: An Apprenticeship Prog    ,2019-09-02 01:13:29 UTC,2019-09-02 02:06:04 UTC
5551,SPAN051  PZ,SPAN051-PZ,51,Spanish in the Community    ,2019-09-02 01:13:27 UTC,2019-09-02 01:13:27 UTC
5550,SOC 188  AA,SOC-188-AA,188,Teaching as Social Change    ,2019-09-02 01:13:27 UTC,2019-09-02 01:13:27 UTC
5549,POLI187T SC,POLI187T-SC,187,The Long War on Terror    ,2019-09-02 01:13:27 UTC,2019-09-02 01:13:27 UTC
5548,POLI187H SC,POLI187H-SC,187,Street Gangs & Criminal Justice    ,2019-09-02 01:13:27 UTC,2019-09-02 01:13:27 UTC
5547,HIST160E SC,HIST160E-SC,160,Ethnic Nationalism    ,2019-09-02 01:13:27 UTC,2019-09-02 01:13:27 UTC
5546,HIST160C SC,HIST160C-SC,160,History of Chicana/o Los Angeles    ,2019-09-02 01:13:27 UTC,2019-09-02 01:13:27 UTC
5545,HIST127  HM,HIST127-HM,127,Twentieth-Century US History    ,2019-09-02 01:13:27 UTC,2019-09-02 01:13:27 UTC
5544,HIST121Z JT,HIST121Z-JT,121,Civil War & Reconstruction    ,2019-09-02 01:13:27 UTC,2019-09-02 01:13:27 UTC
5543,HIST118  PZ,HIST118-PZ,118,Teaching US History: Practicum    ,2019-09-02 01:13:27 UTC,2019-09-02 01:13:27 UTC
5542,GOVT175  CM,GOVT175-CM,175,Politics & Law in American Sport    ,2019-09-02 01:13:26 UTC,2019-09-02 01:13:26 UTC
5541,GOVT123C CM,GOVT123C-CM,123,Evangelicals & American Politics    ,2019-09-02 01:13:26 UTC,2019-09-02 01:13:26 UTC
5540,GFS 061  CH,GFS-061-CH,61,Contemporary Issues Chicanas    ,2019-09-02 01:13:26 UTC,2019-09-02 02:13:40 UTC
5539,ENVS095  PZ,ENVS095-PZ,95,US Environmental Policy    ,2019-09-02 01:13:26 UTC,2019-09-02 01:13:26 UTC
5538,SOC 124  PZ,SOC-124-PZ,124,"Race, Place & Space: Subcultures    ",2019-09-02 01:13:17 UTC,2019-09-02 02:08:12 UTC
5537,MUS 056  PO,MUS-056-PO,56,Words & Music: Black Song    ,2019-09-02 01:13:17 UTC,2019-09-02 01:13:17 UTC
5536,ID  050  AF,ID-050-AF,50,Caribbean Society & Culture    ,2019-09-02 01:13:17 UTC,2019-09-02 01:13:17 UTC
5535,HIST111B AF,HIST111B-AF,111,African Diaspora US since 1877    ,2019-09-02 01:13:17 UTC,2019-09-02 01:13:17 UTC
5534,AFRI191  PZ,AFRI191-PZ,191,Senior Thesis    ,2019-09-02 01:13:17 UTC,2019-09-02 01:13:17 UTC
5533,AFRI150  AF,AFRI150-AF,150,Special Topics: Africana Studies - Contemporary African Voices    ,2019-09-02 01:13:16 UTC,2019-09-02 01:13:16 UTC
5532,AS  911  HM,AS-911-HM,911,AFROTC Leadership Laboratory    ,2019-09-02 01:13:15 UTC,2019-09-02 01:13:15 UTC
5531,AS  811  HM,AS-811-HM,811,AFROTC Leadership Laboratory    ,2019-09-02 01:13:15 UTC,2019-09-02 01:13:15 UTC
5530,AS  711  HM,AS-711-HM,711,AFROTC Leadership Laboratory    ,2019-09-02 01:13:15 UTC,2019-09-02 01:13:15 UTC
5529,AS  611  HM,AS-611-HM,611,AFROTC Leadership Laboratory    ,2019-09-02 01:13:15 UTC,2019-09-02 01:13:15 UTC
5528,AS  511  HM,AS-511-HM,511,AFROTC Leadership Laboratory    ,2019-09-02 01:13:15 UTC,2019-09-02 01:13:15 UTC
5527,WRIT020B PZ,WRIT020B-PZ,20,Creative Nonfiction    ,2019-09-02 01:13:12 UTC,2019-09-02 02:05:51 UTC
5526,THEA054DPPO,THEA054DPPO,54,The Moving Body    ,2019-09-02 01:13:08 UTC,2019-09-02 01:13:08 UTC
5525,SPAN199  PO,SPAN199-PO,199,Ind Std: Spanish Lang & Lit    ,2019-09-02 01:12:59 UTC,2019-09-02 01:43:01 UTC
5524,SPAN174  PZ,SPAN174-PZ,174,Lost in Translation    ,2019-09-02 01:12:59 UTC,2019-09-02 01:12:59 UTC
5523,SOC 191A PO,SOC-191A-PO,191,Senior Thesis    ,2019-09-02 01:12:50 UTC,2019-09-02 01:12:50 UTC
5522,XPHI191  CM,XPHI191-CM,191,Senior Research in Philosophy    ,2019-09-02 01:12:46 UTC,2019-09-02 01:12:46 UTC
5521,XLIT191  CM,XLIT191-CM,191,Senior Research in Literature    ,2019-09-02 01:12:46 UTC,2019-09-02 01:12:46 UTC
5520,XHIS191  CM,XHIS191-CM,191,Senior Research in History    ,2019-09-02 01:12:46 UTC,2019-09-02 01:12:46 UTC
5519,XHIS190  CM,XHIS190-CM,190,Senior Thesis in History    ,2019-09-02 01:12:46 UTC,2019-09-02 01:12:46 UTC
5518,XECO191  CM,XECO191-CM,191,Senior Research in Economics    ,2019-09-02 01:12:46 UTC,2019-09-02 01:12:46 UTC
5517,XECA191  CM,XECA191-CM,191,Sr Research in Econ-Accounting    ,2019-09-02 01:12:46 UTC,2019-09-02 01:12:46 UTC
5516,XAST191  CM,XAST191-CM,191,Senior Research in Asian Studies    ,2019-09-02 01:12:46 UTC,2019-09-02 01:12:46 UTC
5515,PP  305  CG,PP-305-CG,305,Executive Congressionl Relations    ,2019-09-02 01:12:29 UTC,2019-09-02 01:12:29 UTC
5514,POLI189H PO,POLI189H-PO,189,Politics of Poverty    ,2019-09-02 01:12:29 UTC,2023-10-31 20:44:02 UTC
5513,PHYS102  JS,PHYS102-JS,102,Interm. Electricity & Magnetism    ,2019-09-02 01:12:24 UTC,2019-09-02 01:50:31 UTC
5512,PHYS053  HM,PHYS053-HM,53,Electricity & Optics Laboratory    ,2019-09-02 01:12:24 UTC,2019-09-02 01:12:24 UTC
5511,PE  072B PO,PE-072B-PO,72,Squash - Begin/Intermediate    ,2019-09-02 01:12:13 UTC,2019-09-02 01:12:13 UTC
5510,PE  067B PO,PE-067B-PO,67,Racquetball - Intermediate    ,2019-09-02 01:12:13 UTC,2019-09-02 01:25:08 UTC
5509,PE  067A PO,PE-067A-PO,67,Racquetball - Beginning    ,2019-09-02 01:12:13 UTC,2019-09-02 01:25:08 UTC
5508,PE  016A PO,PE-016A-PO,16,Weight Training - Basic    ,2019-09-02 01:12:12 UTC,2019-09-02 01:12:12 UTC
5507,PHIL197  HM,PHIL197-HM,197,Directed Reading    ,2019-09-02 01:12:00 UTC,2019-09-02 01:12:00 UTC
5506,PHIL191F PO,PHIL191F-PO,191,Senior Thesis    ,2019-09-02 01:12:00 UTC,2019-09-02 01:12:00 UTC
5505,PHIL103  CM,PHIL103-CM,103,Nietzsche    ,2019-09-02 01:12:00 UTC,2019-09-02 01:12:00 UTC
5504,PSYC177A PZ,PSYC177A-PZ,177,Seminar in Human Communications    ,2019-09-02 01:11:56 UTC,2019-09-02 01:11:56 UTC
5503,NEUR199  PO,NEUR199-PO,199,Ind Std: Neuroscience    ,2019-09-02 01:11:53 UTC,2019-09-02 01:41:59 UTC
5502,NEUR194  PO,NEUR194-PO,194,Senior Experimental Thesis    ,2019-09-02 01:11:53 UTC,2019-09-02 01:11:53 UTC
5501,PHYS079L JS,PHYS079L-JS,79,Energy & the Environment    ,2019-09-02 01:11:43 UTC,2019-09-02 01:11:43 UTC
5500,MUS 190H SC,MUS-190H-SC,190,Honors Senior Music Colloquium    ,2019-09-02 01:11:42 UTC,2019-09-02 01:11:42 UTC
5499,MUS 187A SC,MUS-187A-SC,187,Sacred Music and Spaces in Italy    ,2019-09-02 01:11:42 UTC,2019-09-02 01:11:42 UTC
5498,MUS 161  PO,MUS-161-PO,161,Musical Theatre in America    ,2019-09-02 01:11:42 UTC,2019-09-02 01:11:42 UTC
5497,MUS 151  SC,MUS-151-SC,151,Conducting    ,2019-09-02 01:11:42 UTC,2019-09-02 01:11:42 UTC
5496,MUS 042F PO,MUS-042F-PO,42,Mbira Ensemble    ,2019-09-02 01:11:42 UTC,2019-09-02 01:11:42 UTC
5495,MS  197  HM,MS-197-HM,197,Directed Reading/Research    ,2019-09-02 01:11:29 UTC,2019-09-02 02:08:12 UTC
5494,MS  179A HM,MS-179A-HM,179,Spec Topic: Animals in Film    ,2019-09-02 01:11:29 UTC,2019-09-02 01:11:29 UTC
5493,MATH199  PO,MATH199-PO,199,Ind Std: Mathematics    ,2019-09-02 01:11:25 UTC,2019-09-02 02:04:33 UTC
5492,MATH173  SC,MATH173-SC,173,Advanced Linear Algebra    ,2019-09-02 01:11:24 UTC,2019-09-02 01:11:24 UTC
5491,MATH153  CM,MATH153-CM,153,Monte Carlo Methods    ,2019-09-02 01:11:24 UTC,2019-09-02 01:11:24 UTC
5490,MATH103 LPO,MATH103-LPO,103,"Lab, Combinatorics    ",2019-09-02 01:11:24 UTC,2019-09-02 01:28:42 UTC
5489,MATH064A HM,MATH064A-HM,64,Differential Eqns/Linear Alg II    ,2019-09-02 01:11:24 UTC,2019-09-02 01:11:24 UTC
5488,MATH062  HM,MATH062-HM,62,Intro: Probability & Statistics    ,2019-09-02 01:11:24 UTC,2020-10-26 10:11:56 UTC
5487,MATH025G HM,MATH025G-HM,25,Calculus and Linear Algebra    ,2019-09-02 01:11:24 UTC,2019-09-02 01:11:24 UTC
5486,MATH025B HM,MATH025B-HM,25,Calculus and Linear Algebra    ,2019-09-02 01:11:24 UTC,2019-09-02 01:11:24 UTC
5485,MATH015  PZ,MATH015-PZ,15,Math for Teachers I: Number&Oper    ,2019-09-02 01:11:24 UTC,2019-09-02 01:11:24 UTC
5484,LIT 197  HM,LIT-197-HM,197,Directed Reading    ,2019-09-02 01:11:13 UTC,2019-09-02 01:45:26 UTC
5483,LIT 117  HM,LIT-117-HM,117,"Major Authors - Dickens, Hardy & Victorian Age    ",2019-09-02 01:11:13 UTC,2019-09-02 01:11:13 UTC
5482,PHIL185M PO,PHIL185M-PO,185,Topics: Mind and Language    ,2019-09-02 01:11:11 UTC,2019-09-02 01:37:11 UTC
5481,JAPN192A P,JAPN192A-P,192,Senior Project    ,2019-09-02 01:11:02 UTC,2019-09-02 01:11:02 UTC
5480,ID  199CPPO,ID-199CPPO,199,Community Partnerships    ,2019-09-02 01:10:58 UTC,2019-09-02 01:10:58 UTC
5479,ID  189  PO,ID-189-PO,189,Global Partnership Course - Modernism and the Short Story    ,2019-09-02 01:10:58 UTC,2020-11-02 00:12:14 UTC
5478,IE  142  HM,IE-142-HM,142,Seminar: Science/Math Education    ,2019-09-02 01:10:54 UTC,2019-09-02 01:10:54 UTC
5477,HSID122  PZ,HSID122-PZ,122,Alien Gods    ,2019-09-02 01:10:50 UTC,2019-09-02 01:10:50 UTC
5476,HIST147  SC,HIST147-SC,147,Church of Poor in Lat Am & Carib    ,2019-09-02 01:10:50 UTC,2019-09-02 01:10:50 UTC
5475,HIST133A CM,HIST133A-CM,133,Late Imperial Russia: 1861-1917    ,2019-09-02 01:10:49 UTC,2019-09-02 01:10:49 UTC
5474,HIST130  SC,HIST130-SC,130,Schools of Cultural Criticism    ,2019-09-02 01:10:49 UTC,2019-09-02 01:10:49 UTC
5473,HIST080  HM,HIST080-HM,80,Sci/Tech Ancient/Medieval Worlds - Sci and Tech Ancient/Mediev Wrld    ,2019-09-02 01:10:49 UTC,2019-09-02 01:56:46 UTC
5472,HIST072  PO,HIST072-PO,72,Britain and Empire Since 1750    ,2019-09-02 01:10:49 UTC,2022-09-07 03:13:41 UTC
5471,STS 185  HM,STS-185-HM,185,Science/Engr from other perspect    ,2019-09-02 01:10:34 UTC,2019-09-02 01:32:31 UTC
5470,SPAN124  CM,SPAN124-CM,124,Visions of Democracy    ,2019-09-02 01:10:34 UTC,2019-09-02 01:10:34 UTC
5469,GRMT146  SC,GRMT146-SC,146,Fairy Tales+Female Storyteller    ,2019-09-02 01:10:29 UTC,2019-09-02 01:10:29 UTC
5468,FREN176  SC,FREN176-SC,176,Voyage et Exotisme    ,2019-09-02 01:10:24 UTC,2019-09-02 01:10:24 UTC
5467,FREN150A PO,FREN150A-PO,150,Les Moralistes  Public & Private Selves  ,2019-09-02 01:10:24 UTC,2019-09-02 02:00:13 UTC
5466,FREN122  PO,FREN122-PO,122,America in the French Imaginatn    ,2019-09-02 01:10:24 UTC,2019-09-02 01:10:24 UTC
5465,ITAL143  SC,ITAL143-SC,143,Contemporary Italian Music & Lit    ,2019-09-02 01:10:17 UTC,2019-09-02 01:10:17 UTC
5464,HIST118  SC,HIST118-SC,118,Queering the Renaissance    ,2019-09-02 01:10:17 UTC,2019-09-02 01:10:17 UTC
5463,HIST112  SC,HIST112-SC,112,Hist of Sea: Portuguese Empire    ,2019-09-02 01:10:17 UTC,2022-10-31 20:45:56 UTC
5462,GERM189  SC,GERM189-SC,189,German Across the Cirriculum    ,2019-09-02 01:10:17 UTC,2019-09-02 01:44:31 UTC
5461,FREN173  SC,FREN173-SC,173,Wit/Ridicule in the French Salon    ,2019-09-02 01:10:17 UTC,2019-11-04 18:12:43 UTC
5460,FREN154  SC,FREN154-SC,154,The Eighteenth Century Novel    ,2019-09-02 01:10:17 UTC,2019-09-02 01:10:17 UTC
5459,PHIL049  PO,PHIL049-PO,49,Science and Values    ,2019-09-02 01:10:16 UTC,2019-09-02 01:10:16 UTC
5458,EA  152  PZ,EA-152-PZ,152,Nature Through Film    ,2019-09-02 01:10:16 UTC,2019-09-02 01:10:16 UTC
5457,EA  027  PO,EA-027-PO,27,Cities by Nature    ,2019-09-02 01:10:16 UTC,2019-09-02 01:10:16 UTC
5456,LIT 166  CM,LIT-166-CM,166,Feminist Theory    ,2019-09-02 01:10:12 UTC,2019-09-02 01:10:12 UTC
5455,LIT 145  CM,LIT-145-CM,145,Wilde & Co.    ,2019-09-02 01:10:12 UTC,2019-09-02 01:10:12 UTC
5454,LIT 107  CM,LIT-107-CM,107,African American Poetry    ,2019-09-02 01:10:11 UTC,2021-11-01 17:48:32 UTC
5453,ENGL193  PO,ENGL193-PO,193,Senior Examination in English    ,2019-09-02 01:10:11 UTC,2019-09-02 01:10:11 UTC
5452,ENGL170W PO,ENGL170W-PO,170,Old English Literature    ,2019-09-02 01:10:11 UTC,2019-09-02 01:10:11 UTC
5451,ENGL170H PO,ENGL170H-PO,170,Collaborations    ,2019-09-02 01:10:11 UTC,2019-09-02 01:10:11 UTC
5450,ENGL157  PZ,ENGL157-PZ,157,The Empire Builders    ,2019-09-02 01:10:11 UTC,2019-09-02 01:10:11 UTC
5449,ENGL129  PO,ENGL129-PO,129,Charles Dickens    ,2019-09-02 01:10:11 UTC,2019-09-02 01:36:13 UTC
5448,ENGL092  PO,ENGL092-PO,92,Anglo-Irish Literary Tradition    ,2019-09-02 01:10:11 UTC,2019-09-02 01:10:11 UTC
5447,ENGL087  PO,ENGL087-PO,87,Writ: Theories/Proces/Pedagogies    ,2019-09-02 01:10:11 UTC,2019-09-02 01:10:11 UTC
5446,ENGL080  PO,ENGL080-PO,80,Intermediate Poetry Workshop    ,2019-09-02 01:10:11 UTC,2022-04-05 04:49:15 UTC
5445,ENGL014A PZ,ENGL014A-PZ,14,Arab American Lit Before Sept 11    ,2019-09-02 01:10:11 UTC,2019-09-02 01:10:11 UTC
5444,ENGR008  HM,ENGR008-HM,8,Design Representation & Realiztn    ,2019-09-02 01:10:02 UTC,2019-09-02 01:10:02 UTC
5443,ECON302  CG,ECON302-CG,302,Macroeconomic Analysis I    ,2019-09-02 01:09:51 UTC,2019-09-02 01:09:51 UTC
5442,ECON179A HM,ECON179A-HM,179,Repres Econ Life-Children's Lit    ,2019-09-02 01:09:51 UTC,2019-09-02 01:09:51 UTC
5441,DANC150BPPO,DANC150BPPO,150,Dancing in the Balkans    ,2019-09-02 01:09:42 UTC,2019-09-02 01:09:42 UTC
5440,DANC150BHPO,DANC150BHPO,150,Dancing in the Balkans    ,2019-09-02 01:09:42 UTC,2019-09-02 01:09:42 UTC
5439,DANC150B PO,DANC150B-PO,150,"Exploration of Cultural Styles  Balkans, Greece, Turkey, & Iran  ",2019-09-02 01:09:42 UTC,2019-09-02 02:13:53 UTC
5438,DANC121  PO,DANC121-PO,121,Modern Technique & Theory IV    ,2019-09-02 01:09:42 UTC,2019-09-02 01:09:42 UTC
5437,DANC119  PO,DANC119-PO,119,Modern Technique & Theory III    ,2019-09-02 01:09:42 UTC,2019-09-02 01:09:42 UTC
5436,CLST376  CG,CLST376-CG,376,Power/Knowledge    ,2019-09-02 01:09:38 UTC,2019-09-02 01:09:38 UTC
5435,ENGL191  PZ,ENGL191-PZ,191,Modernism    ,2019-09-02 01:09:37 UTC,2019-09-02 01:09:37 UTC
5434,ENGL159C PZ,ENGL159C-PZ,159,Shakespeare and Film    ,2019-09-02 01:09:37 UTC,2019-09-02 01:09:37 UTC
5433,CSCI192A PO,CSCI192A-PO,192,Senior Project    ,2019-09-02 01:09:36 UTC,2019-09-02 01:09:36 UTC
